Opportunity Name,Project Code,Level 1 Government,Level 2 Government,Level 3 Government,B2P Fiscal Year,Stage,Sub-Stage,Close Date,Bridge Type,Span (m),GPS (Latitude),GPS (Longitude),Population Estimate 2000m,Population Estimate 5000m,Individuals Directly Served
Uganda - KANYAMPARA WATER CHANNEL 11 - 1036878,1036878,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.035902,29.857091,6944.63,41722.83,0
Uganda - LYAKIREMA 11 NYAKASOJO - 1036879,1036879,Western Region,Kasese,NYAKIYUMBU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.031185,29.808621,2399.17,47947.23,0
Uganda - NKUNYU I - 1036880,1036880,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.02403,29.84045,7867.85,43484.23,0
Uganda - NYABIRONGO - 1036881,1036881,Western Region,Kasese,KISINGA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.069131,29.871359,8421.66,45006.48,0
Uganda - NYAKATSE - 1036882,1036882,Western Region,Kasese,KYONDO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.094603,29.893158,6065.32,39578.61,0
Uganda - DUBAI - 1036883,1036883,Western Region,Kasese,KISINGA TOWN COUNCIL,2023,Identified,Identified in Needs Assessment,,,,0.076826,29.900453,13210.96,40036.13,0
Uganda - BUKANGARA KYESERO 2 - 1036884,1036884,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.00871,29.814928,6075.76,42445.02,0
Uganda - NYAKASOJO KYABIRUNGU - 1036885,1036885,Western Region,Kasese,NYAKIYUMBU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.032395,29.814517,3366.65,44106.75,0
Uganda - KANYAMPARA MIDDLE - 1036886,1036886,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.031104,29.868645,5374.49,41064.95,0
Uganda - KEMANGO NYAMUTOTO - 1036887,1036887,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.022898,29.856564,6505.64,45813.77,0
Uganda - KAGANDO 2 CELL - 1036888,1036888,Western Region,Kasese,KISINGA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.070146,29.910995,10784.19,36385.95,0
Uganda - KATHASENDA- KILHAMBAYIRO - 1036889,1036889,Western Region,Kasese,MUNKUNYU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.043354,29.850649,6890.24,37425.8,0
Uganda - NYAKATSE - 1036890,1036890,Western Region,Kasese,KYONDO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.092171,29.894541,6654.67,40137.3,0
Uganda - NYAKATSE - 1036891,1036891,Western Region,Kasese,KYONDO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.087095,29.897366,8472.53,40594.81,0
Uganda - NGOME KAJOROGHO - 1036893,1036893,Western Region,Kasese,KYONDO,2023,Identified,Identified in Needs Assessment,,,,0.098871,29.917701,3577.8,33556.17,0
Uganda - BUKANGARA KASANGA CELL - 1036937,1036937,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.131058,29.945631,3892.86,23564.45,0
Uganda - KYAKORA BUKANGARA - 1036938,1036938,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.134302,29.939336,3493.93,21600.36,0
Uganda - KABUGHABUGHAE CHURCH - 1036939,1036939,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.141358,29.934607,3221.77,19803.87,0
Uganda - MUSYANGENDO - 1036940,1036940,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.145386,29.932185,3127.99,18905.32,0
Uganda - MUGHANZA TRADING CENTRE - 1036941,1036941,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.149982,29.929437,3066.18,18035.42,0
Uganda - KANGOTI GOLINGO - 1036942,1036942,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.161423,29.930593,3130.68,17719.97,0
Uganda - KABIKENGE - 1036943,1036943,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.177334,29.965499,3532.96,25429.97,0
Uganda - KIBIRIGHA 2 KALONGE - 1036944,1036944,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.175244,29.964349,3643.14,25386.73,0
Uganda - KIBIRIGHA 2 _ MUTAMBI - 1036945,1036945,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.165684,29.964487,4156.84,27539.25,0
Uganda - KIBIRIGHA _ KITABONA - 1036946,1036946,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.155498,29.965507,4387.24,29562.66,0
Uganda - KASABU - 1036947,1036947,Western Region,Kasese,KITHOLHU SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.108615,29.73604,3121.9,22421.79,0
Uganda - ISANGO- KAMUKUMBI - 1036948,1036948,Western Region,Kasese,ISANGO SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.000133,29.738337,5612.85,71851.4,0
Uganda - Waaki East - 1038817,1038817,Western Region,Buliisa,Kihungye,2023,Identified,Identified in Needs Assessment,,,,1.705923,31.384239,3864.66,18658.86,0
Uganda - Kyabarungi-Kayongo(biiso t/c) - 1038820,1038820,Western Region,Buliisa,Kihungye,2023,Identified,Identified in Needs Assessment,,,,1.740875,31.428679,3562.9,20971.88,0
Uganda - Hamuyaga- buyaga - 1038885,1038885,Western Region,Kyegegwa,Kyaka,2023,Identified,Identified in Needs Assessment,,,,0.632542,31.211681,1894.59,16126.56,450
Uganda - Kisana-bubisi - 1038886,1038886,Western Region,Kyegegwa,Hapuyo- Nkakwa,2023,Identified,Identified in Needs Assessment,,,,0.608696,31.113404,2993.98,18096.08,2330
Uganda - Kihongorwa- Kicwamba - 1038887,1038887,Western Region,Kyegegwa,Kigambo,2023,Identified,Identified in Needs Assessment,,,,0.695889,30.971645,2457.76,17776.28,3020
Uganda - Rwembogo- Rushambuye - 1038888,1038888,Western Region,Kyegegwa,Ruyonza-rwentuha,2023,Identified,Identified in Needs Assessment,,,,0.28099,30.8896,2149.95,15430.33,2670
Uganda - Mabaale- muyanja(kibaale) - 1038937,1038937,Western Region,Kyegegwa,Kitabo subcounty,2023,Identified,Identified in Needs Assessment,,,,0.704141,30.949423,3662.15,17617,4450
Uganda - Kizenga(kanungu)-kitare(rubanda) - 1039080,1039080,Western Region,Kanungu,Kinaaba,2023,Identified,Identified in Needs Assessment,,,,-1.009582,29.785871,2630.91,15704.57,1650
Uganda - Karuwe - 1039077,1039077,Western Region,Ntoroko,Nombe,2023,Identified,Identified in Needs Assessment,,,,0.740607,30.196921,4365.16,24215.08,1598
Uganda - Kayanja 3 - 1039078,1039078,Western Region,Ntoroko,Bweramule,2023,Identified,Identified in Needs Assessment,,,,0.924297,30.176304,2182.1,11059.3,1962
Uganda - Kyamuhamira-Itojo - 1039079,1039079,Western Region,Ntoroko,Karugutu,2023,Identified,Identified in Needs Assessment,,,,0.843757,30.220885,1730.43,11347.92,1865
Uganda - Kanyangeye-Kisege - 1039088,1039088,Western Region,Ntoroko,Karugutu,2023,Identified,Identified in Needs Assessment,,,,0.905942,30.230273,1453.81,5808.53,920
Uganda - Itojo- kakindo - 1039089,1039089,Western Region,Ntoroko,Karugutu,2023,Identified,Identified in Needs Assessment,,,,0.842671,30.236381,1579.94,9780.43,1110
Uganda - Kisege-kasozi - 1039090,1039090,Western Region,Ntoroko,Kibuku TC/ Karugutu TC,2023,Identified,Identified in Needs Assessment,,,,0.924188,30.249651,984.19,3889.3,940
Uganda - Kayanja 2 - 1039094,1039094,Western Region,Ntoroko,Bweramule,2023,Identified,Identified in Needs Assessment,,,,0.90455,30.169306,2339.38,10758.31,1962
Uganda - Kiruruma B-nyakasura - 1039097,1039097,Western Region,Kanungu,Kihihi-Nyamirama-Nyakinoni,2023,Identified,Identified in Needs Assessment,,,,-0.678368,29.745029,2122.85,14665.66,970
Uganda - Katwa cell - 1039095,1039095,Western Region,Kanungu,Kaki,2023,Identified,Identified in Needs Assessment,,,,-0.876436,29.743232,3906.43,23550.91,2510
Uganda - Kiruruma - 1039096,1039096,Western Region,Kiruhura,Kihihi,2023,Identified,Identified in Needs Assessment,,,,-0.723571,29.716605,2613,26910.43,3230
Uganda - Kataburaza cell - 1039099,1039099,Western Region,Kanungu,Kayonza,2023,Identified,Identified in Needs Assessment,,,,-0.935014,29.630709,3177.41,24415.03,1270
Uganda - Kameme(kanungu)- Garuka(rukungiri) - 1039101,1039101,Western Region,Kanungu,Bwambara-Kihihi,2023,Identified,Identified in Needs Assessment,,,,-0.613461,29.740466,781.86,4867.29,1480
Uganda - Kagera- Itutwe - 1040945,1040945,Western Region,Buliisa,Kihungye,2023,Identified,Identified in Needs Assessment,,,,1.748715,31.40428,4918,23188.76,0
Uganda - Itutwe A- Itutwe K - 1040946,1040946,Western Region,Buliisa,Biiso,2023,Identified,Identified in Needs Assessment,,,,1.746958,31.391526,4473.84,23887.67,0
Uganda - KYABITABA - 1040951,1040951,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.151665,29.9639,4079.72,29499.56,0
Uganda - KIBIRIGHA 2 - 1040952,1040952,Western Region,Kasese,KYARUMBA SUB-COUNTY,2023,Identified,Identified in Needs Assessment,,,,0.155479,29.964936,4299.84,29354.01,0
Uganda - Garasoya A- Akimwe - 1040957,1040957,Western Region,Buliisa,Kihungye,2023,Identified,Identified in Needs Assessment,,,,1.735088,31.431266,3169.55,20593.62,0
Uganda - Bukumi2 - 1040954,1040954,Western Region,Buliisa,Biiso,2023,Identified,Identified in Needs Assessment,,,,1.756311,31.386124,3597.02,24166.34,0
Uganda - Kahemura- Akololoa - 1040955,1040955,Western Region,Buliisa,Biiso- kihungye,2023,Identified,Identified in Needs Assessment,,,,1.744313,31.419939,4443.2,21728.28,0
Uganda - Kagera-angolyero - 1040956,1040956,Western Region,Buliisa,Kihungye,2023,Identified,Identified in Needs Assessment,,,,1.745345,31.404113,4728.35,23186.48,0
Uganda - Nyamarebe -Soweto - 1041010,1041010,Western Region,Ibanda,"Nyamarebe LHS, Kabambiro RHS",2023,Identified,Identified in Needs Assessment,,,,0.129619,30.535793,3834.55,18277.06,2420
Uganda - Sooko B -Kagorogoro - 1041011,1041011,Western Region,Ibanda,Nyamarebe LHS Kabambiro RHS,2023,Identified,Identified in Needs Assessment,,,,0.148178,30.560468,2338.22,19308.32,0
Uganda - Semei - 1041668,1041668,Eastern Region,Sironko,Bumalaimba RHS-Buhugu LHS,2023,Identified,Identified in Needs Assessment,,,,1.197519,34.332623,15123.13,82970.62,5750
Uganda - Nabiyil - 1041676,1041676,Eastern Region,Sironko,Bukiise RHS -Lulena LHS,2023,Identified,Identified in Needs Assessment,,,,1.212911,34.282521,5434.29,52328.57,2660
Uganda - Busima-Cosma - 1041677,1041677,Eastern Region,Sironko,Bukyambi LHS-Busulani RHS,2023,Identified,Identified in Needs Assessment,,,,1.157264,34.341365,19376.83,74428.05,7100
Uganda - Lwele - 1041690,1041690,Eastern Region,Sironko,Namayonyi LHS -Bukiyi RHS,2023,Identified,Identified in Needs Assessment,,,,1.163242,34.213449,11123.59,67520.86,6270
Uganda - Bisali- Bunabuka - 1041692,1041692,Eastern Region,Sironko,Buwalasi LHS- Bubeza RHS,2023,Identified,Identified in Needs Assessment,,,,1.161706,34.234087,10751.82,63343.54,1600
Uganda - Kibira-Samazi - 1042475,1042475,Eastern Region,Bulambuli,Kikobelo LHS-Bulegeni RHS,2023,Identified,Identified in Needs Assessment,,,,1.285081,34.304173,18135.62,95103.95,5200
Uganda - Biwawa- Bukimaswa - 1042476,1042476,Eastern Region,Bududa,Bushiyi- Busirawa,2023,Identified,Identified in Needs Assessment,,,,1.049512,34.384994,18682.65,112751.04,1600
Uganda - Bunyanga- Bumwalye - 1042482,1042482,Eastern Region,Bududa,Nabweya- Bulusheke,2023,Identified,Identified in Needs Assessment,,,,1.031987,34.36931,30973.82,142679.98,1600
Uganda - Namaitsu- Namunyili - 1042484,1042484,Eastern Region,Bududa,Bukibino- Bunatsumi,2023,Identified,Identified in Needs Assessment,,,,1.035556,34.33131,26027.87,143446.05,4630
Uganda - Kirongo - Nangunga - 1042485,1042485,Eastern Region,Sironko,Bugitimwa,2023,Identified,Identified in Needs Assessment,,,,,,,,4250
Uganda - Buhatelema- Aminiti - 1042486,1042486,Eastern Region,Bulambuli,Buhalu - Aminiti,2023,Identified,Identified in Needs Assessment,,,,1.299356,34.241369,7581.2,38005.64,80
Uganda - Nyakarongo - 1025733,1025733,Western Region,Kabarole,Karangura,2024,Identified,Identified in Needs Assessment,,,,0.690652,30.1795,5607.79,34919.29,0
Uganda - Kitaka-karokalungi - 1025840,1025840,Western Region,Ibanda,Kicuzi,2024,Identified,Identified in Needs Assessment,,,,-0.121584,30.297479,1862.29,13743.59,0
Uganda - Kabaale-Kisense - 1025883,1025883,Western Region,Ibanda,Nyabuhikye,2024,Identified,Identified in Needs Assessment,,,,-0.242803,30.481807,2597.3,18116.35,0
Uganda - Kitaraka - 1042644,1042644,Western Region,Rukiga,Rwamucucu,2024,Identified,Identified in Needs Assessment,,,,-1.128105,30.046796,3740.05,19652.16,2350
Uganda - Ntaraga - 1042646,1042646,Western Region,Rukiga,Kashambya,2024,Identified,Identified in Needs Assessment,,,,-1.088575,30.014854,3747.04,16247.77,910
Uganda - Nyakisa-kiruhura - 1042648,1042648,Western Region,Rukiga,Kamwezi,2024,Identified,Identified in Needs Assessment,,,,-1.255834,30.191232,3278.82,25168.89,710
Uganda - Nyakahitta - 1042652,1042652,Western Region,Kabale,Kamuganguzi,2024,Identified,Identified in Needs Assessment,,,,-1.393311,29.969235,3793.5,32431.66,1450
Uganda - Gwakahuku-Kitabulaza - 1042751,1042751,Western Region,Rukiga,Muhanga,2024,Identified,Identified in Needs Assessment,,,,-1.17414,30.112372,4916.23,30023.07,1250
Uganda - Nyakanengo - 1042752,1042752,Western Region,Rukiga,Muhanga,2024,Identified,Identified in Needs Assessment,,,,-1.184254,30.113938,6280.88,30228.32,1600
Uganda - Kanyabugunga-Kabwema - 1042754,1042754,Western Region,Rukiga,Kashambya,2024,Identified,Identified in Needs Assessment,,,,-1.035622,29.960792,3969.94,25688.66,4100
Uganda - katohire - 1042835,1042835,Western Region,Kabale,Maziba,2024,Identified,Identified in Needs Assessment,,,,-1.304815,30.103335,3075.1,19683.68,7000
Uganda - Mukokye kahondo - 1042836,1042836,Western Region,Kabale,Maziba,2024,Identified,Identified in Needs Assessment,,,,-1.338786,30.163179,5274.82,35881.84,1450
Uganda - Lyamunjungu- Hamurambi - 1042837,1042837,Western Region,Kabale,Kaharo,2024,Identified,Identified in Needs Assessment,,,,-1.272252,30.084182,3840.58,23917.3,1650
Uganda - Ruhitta-Butobere - 1042838,1042838,Western Region,Kabale,Kyanamira- kabale municipality,2024,Identified,Identified in Needs Assessment,,,,-1.255263,30.013541,14482.04,73381.12,9850
Uganda - Kitibya - 1042840,1042840,Western Region,Kabale,Kyanamira,2024,Identified,Identified in Needs Assessment,,,,-1.290181,30.047202,3558.37,27764.76,4800
Uganda - Omukisyama-Nyanja trading center - 1042842,1042842,Western Region,Kabale,Maziba-kaharo,2024,Identified,Identified in Needs Assessment,,,,-1.28817,30.094482,3424.43,20935.34,3600
Uganda - Nyarutojjo-Ruhitta - 1042843,1042843,Western Region,Kabale,Buhara,2024,Identified,Identified in Needs Assessment,,,,-1.328158,30.070879,3847.49,20523.16,2500
Uganda - Karujabura - 1042844,1042844,Western Region,Kabale,Kitumba,2024,Identified,Identified in Needs Assessment,,,,-1.26516,29.969911,12262.04,75938.35,2566
Uganda - Rushomo - 1042845,1042845,Western Region,Kabale,Buhara,2024,Identified,Identified in Needs Assessment,,,,-1.364208,30.05749,3565.21,25390.01,2950
Uganda - Kihanga- Ruhitta - 1042846,1042846,Western Region,Kabale,Buhara,2024,Identified,Identified in Needs Assessment,,,,-1.402487,30.037742,5688.21,40183.14,4350
Uganda - Omumasaka A B - Kagando B - 1043209,1043209,Western Region,Rubirizi,Kicwamba- kirugu,2024,Identified,Identified in Needs Assessment,,,,-0.210364,30.117034,4368.25,27733.88,3500
Uganda - Nyakanengo- Nyakahitta - 1043211,1043211,Western Region,Rubirizi,Katerera- Kyabakara,2024,Identified,Identified in Needs Assessment,,,,-0.166482,30.178766,2307.98,20794.93,2015
Uganda - Nyangorogoro 1 - Kashyoha kitomi forest Reserve - 1043212,1043212,Western Region,Rubirizi,Magambo,2024,Identified,Identified in Needs Assessment,,,,-0.261692,30.147177,3839.78,30620.44,420
Uganda - Nyamirima III - 1043215,1043215,Western Region,Rubirizi,Katerera,2024,Identified,Identified in Needs Assessment,,Suspended Bridge,34,-0.186953,30.193561,4439.35,31326.48,960
Uganda - Kisamutongole-kikokwa - 1044557,1044557,Western Region,Kyenjojo,"Bugaaki RHS-Rugombe town council, Buttiti town council",2024,Identified,Identified in Needs Assessment,,,,0.652686,30.485228,3063.25,20814.09,2500
Uganda - Kyasaagi-Mabale - 1044558,1044558,Western Region,Kyenjojo,Bugaaki,2024,Identified,Identified in Needs Assessment,,,,0.696083,30.465678,3239.94,19603.8,610
Uganda - Kibaale-katambale - 1044559,1044559,Western Region,Kyenjojo,Kyarushozi town council- kigoyera subcounty,2024,Identified,Identified in Needs Assessment,,,,0.834645,30.540668,3000.97,20939.29,3350
Uganda - Kanena- kijebere - 1044560,1044560,Western Region,Kyenjojo,Kyabirongo,2024,Identified,Identified in Needs Assessment,,Suspended Bridge,36,0.779446,30.764551,3528.17,23892.01,2505
Uganda - Kitooma-Nyamasoga - 1044561,1044561,Western Region,Kyenjojo,Kyarushozi,2024,Identified,Identified in Needs Assessment,,,,0.779182,30.548953,3715.59,19322.78,90
Uganda - Kisamutongole- enyanja etagera - 1044563,1044563,Western Region,Kyenjojo,Bugaaki,2024,Identified,Identified in Needs Assessment,,,,0.662973,30.470145,2993.72,20794.22,270
Uganda - Nyamiyaga-Kanyandahi - 1044564,1044564,Western Region,Kyenjojo,Nyantungo RHS,2024,Identified,Identified in Needs Assessment,,,,0.538058,30.660614,1715.69,11602.99,21500
Uganda - Nyamitooma - 1044649,1044649,Western Region,Kabale,Kibuga,2024,Identified,Identified in Needs Assessment,,,,-1.423826,29.968972,4874.43,41060.07,1200
Uganda - Nyinabirere- musenyi A - 1044650,1044650,Western Region,Kabale,Butanda,2024,Identified,Identified in Needs Assessment,,,,-1.459017,29.913755,5063.19,30693.01,1470
Uganda - Omukarere - 1044651,1044651,Western Region,Kabale,Maziba,2024,Identified,Identified in Needs Assessment,,,,-1.30694,30.151032,3477.95,24953.8,1700
Uganda - Kifurugutu- Butebe - 1044653,1044653,Western Region,Kabale,Butanda subcounty,2024,Identified,Identified in Needs Assessment,,,,-1.359362,29.899284,3015.99,24184.54,2700
Uganda - Toloro-Moipi - 1050248,1050248,Northern Region,Moyo,Moyo subcounty,2024,Identified,Identified in Needs Assessment,,,,3.632638,31.70688,2242.69,19018.74,1910
Uganda - Uruba West - 1050249,1050249,Northern Region,Moyo,Metu,2024,Identified,Identified in Needs Assessment,,,,3.685823,31.783232,2499.73,10887.17,1010
Uganda - Uruba -padiga - 1050252,1050252,Northern Region,Moyo,Metu,2024,Identified,Identified in Needs Assessment,,,,3.691269,31.785865,1969.37,10175.93,1270
Uganda - Gwere-luzira - 1050253,1050253,Northern Region,Moyo,Metu,2024,Identified,Identified in Needs Assessment,,,,3.663811,31.801278,3246.9,14446.53,1580
Uganda - Kendi 2 - 1050250,1050250,Northern Region,Moyo,Moyo subcounty,2024,Identified,Identified in Needs Assessment,,,,3.686199,31.725402,1370.63,17657.46,1050
Uganda - Minji East - 1050251,1050251,Northern Region,Moyo,Moyo subcounty,2024,Identified,Identified in Needs Assessment,,,,3.71957,31.723965,359.98,7290.76,1720
Uganda - Paleure - 1050255,1050255,Northern Region,Moyo,Meth subcou ty,2024,Identified,Identified in Needs Assessment,,,,3.619572,31.815409,2241.15,9632.08,1648
Uganda - Minya - 1050254,1050254,Northern Region,Moyo,Metu,2024,Identified,Identified in Needs Assessment,,,,3.661615,31.791609,3368.91,14688.82,1250
Uganda - Onigo - 1050256,1050256,Northern Region,Moyo,Moyo subcounty,2024,Identified,Identified in Needs Assessment,,,,3.624914,31.696286,1021,15181.54,1410
Uganda - Pataboi-indri - 1050259,1050259,Northern Region,Moyo,Metu,2024,Identified,Identified in Needs Assessment,,,,3.684041,31.79157,2808.45,11586.85,440
Uganda - Lowi quarter - 1050257,1050257,Northern Region,Moyo,Moyo TC,2024,Identified,Identified in Needs Assessment,,,,3.647823,31.725539,12218.73,21384.51,640
Uganda - Lowi quarter 2 - 1050258,1050258,Northern Region,Moyo,Moyo TC,2024,Identified,Identified in Needs Assessment,,,,3.645758,31.724125,12155.31,21138.39,400
Uganda - Congo - 1050261,1050261,Northern Region,Moyo,Moyo TC,2024,Identified,Identified in Needs Assessment,,,,3.657534,31.722128,11755.08,21458.35,280
Uganda - Patina south-iyua - 1050262,1050262,Northern Region,Moyo,Metu,2024,Identified,Identified in Needs Assessment,,,,3.697262,31.785393,1506.02,9149.78,390
Uganda - Besie 4 - 1050260,1050260,Northern Region,Moyo,Moyo TC,2024,Identified,Identified in Needs Assessment,,,,3.648787,31.717208,11433.58,20990.09,380
Uganda - Totoa C - 1050308,1050308,Northern Region,Moyo,Laropi,2024,Identified,Identified in Needs Assessment,,,,3.595097,31.830915,1278.64,9360.57,300
Uganda - Elegu - 1050302,1050302,Northern Region,Moyo,Metu,2024,Identified,Identified in Needs Assessment,,,,3.750561,31.804625,419.07,2773.13,967
Uganda - Ubbi 2 - 1050305,1050305,Northern Region,Moyo,Laropi,2024,Identified,Identified in Needs Assessment,,,,3.589175,31.831065,1613.96,9624.66,250
Uganda - Metu quarter - 1050303,1050303,Northern Region,Moyo,Moyo TC,2024,Identified,Identified in Needs Assessment,,,,3.659184,31.720775,11272.79,21340.15,254
Uganda - Totowa - 1050306,1050306,Northern Region,Moyo,Laropi,2024,Identified,Identified in Needs Assessment,,,,3.591283,31.829867,1501.61,9596.93,250
Uganda - Besie 3 - 1050304,1050304,Northern Region,Moyo,Moyo TC,2024,Identified,Identified in Needs Assessment,,,,3.647626,31.718551,11740.97,20992.62,250
Uganda - Totoa B - 1050307,1050307,Northern Region,Moyo,Laropi subcounty,2024,Identified,Identified in Needs Assessment,,,,3.591976,31.830096,1463.57,9535.97,300
Uganda - Kagali 2 - 1050428,1050428,Western Region,Rubanda,Kashasha TC,2024,Identified,Identified in Needs Assessment,,,,-1.348924,29.875066,7123.09,30276.12,190
Uganda - Rushakye - 1050435,1050435,Western Region,Rubanda,Yamweru,2024,Identified,Identified in Needs Assessment,,,,-1.177952,29.965831,4369.17,30392.45,1195
Uganda - Kyamujundo-kakindo - 1051998,1051998,Western Region,Kakumiro,Kitaihuka-kibijo,2024,Identified,Identified in Needs Assessment,,,,0.92281,31.32619,2099.11,14329.82,250
Uganda - Kagali - 1050429,1050429,Western Region,Rubanda,,2025,Identified,Identified in Needs Assessment,,,,-1.349926,29.874187,7163.48,30702.79,190
Uganda - Kacerere - 1050430,1050430,Western Region,Rubanda,Kacerere TC,2025,Identified,Identified in Needs Assessment,,,,-1.268066,29.856423,4152.01,20144.9,200
Uganda - Mugunga - 1050432,1050432,Western Region,Rubanda,Muko subcounty,2025,Identified,Identified in Needs Assessment,,,,-1.16212,29.808521,3746,27081.19,268
Uganda - Mumparo-lurengere - 1050433,1050433,Western Region,Rubanda,Rubanda TC,2025,Identified,Identified in Needs Assessment,,,,-1.147286,29.868197,4618.47,27180.57,966
Uganda - Kiringa - kamuhoko - 1050434,1050434,Western Region,Rubanda,Ikumba,2025,Identified,Identified in Needs Assessment,,,,-1.099607,29.846365,3335.82,21213.61,1425
Uganda - Karusandara-Kikoonjo - 1039308,1039308,Western Region,Kasese,Karusandara,2022,Identified,Requested,,,,,,,,
Uganda - Bikone-rihone - 1040959,1040959,Western Region,Kasese,Ibanda-kyanya,2022,Identified,Requested,,,,0.343463,30.040405,2087.63,15270.74,0
Uganda - Kisebere-kinone - 1041134,1041134,Western Region,Kasese,Kitholthu -Kitholthu,2023,Identified,Requested,,,,0.118933,29.755611,5273.86,20112.45,11669
Uganda - Kyarujumba- Kikuube district - 1047560,1047560,Western Region,Kakumiro,Kakindo,2024,Identified,Requested,,,,1.143748,31.10614,1843.61,10613.92,680
Uganda - Kaguwa- Kikuube district - 1047561,1047561,Western Region,Kakumiro,Kakindo SC,2024,Identified,Requested,,,,1.177188,31.141612,2123.76,12264.52,400
Uganda - Wosita lower - 1050236,1050236,Eastern Region,Sironko,Budadiri,2024,Identified,Requested,,,,1.17175,34.307751,22.01,140.94,2079
Uganda - Kyakanwa-mirambi - 1052000,1052000,Western Region,Kakumiro,Kisengere- bwanswa,2024,Identified,Requested,,,,0.826711,31.25012,2062.73,13367.1,150
Uganda - Kosowon - 1011117,1011117,Eastern Region,Kween,Binyiny,2019,Identified,,,,,1.405069,34.527525,7128,40553,1900
Uganda - Bsuhe - 1037305,1037305,Central Region,Kalungu,Jkjuui,2021,Identified,,,,,,,,,
Uganda - Kibambura - 1037591,1037591,Western Region,Buliisa,Ngwendo,2021,Identified,,,,,2.124192,31.436144,3707.89,16956.31,
Uganda - Katumba - 1037595,1037595,Western Region,Buliisa,Biso,2021,Identified,,,,,1.762106,31.437281,3204.08,16024.83,
Uganda - Kacungiro - 1037596,1037596,Western Region,Hoima,Buhimba,2021,Identified,,,,,,,,,
Uganda - Papapi-kyamukwenda - 1037597,1037597,Western Region,Hoima,Kapapi,2021,Identified,,,,,1.70499,31.333819,2489.02,16266.27,
Uganda - Kikambajo - 1037598,1037598,Western Region,Hoima,Kiramya,2021,Identified,,,,,1.636795,31.33357,5330.35,33121.01,
Uganda - Mpigiza - 1037606,1037606,Western Region,Hoima,Buhimba,2021,Identified,,,,,1.327931,31.400082,2092.54,14899.58,
Uganda - Kitagasa - 1037607,1037607,Western Region,Hoima,Kikuube,2021,Identified,,,,,1.353684,31.224303,3610.4,20450.44,
Uganda - Kyamukwere - 1037608,1037608,Western Region,Hoima,Kigorobya,2021,Identified,,,,,,,,,
Uganda - Kijuura - 1037609,1037609,Western Region,Buliisa,Biiso,2021,Identified,,,,,1.748107,31.446271,2488.23,16616.28,
Uganda - Nyamiranga - 1037610,1037610,Western Region,Hoima,Kiganja,2021,Identified,,,,,1.646585,31.331162,4842.5,30769.86,0
Uganda - Kyambara - 1037635,1037635,Western Region,Hoima,Bughaya,2021,Identified,,,,,,,,,
Uganda - Kyamukanga - 1040948,1040948,Western Region,Hoima,,2022,Identified,,,,,1.701329,31.346674,3318.77,18063.37,0
Uganda - Magaba - 1050563,1050563,Western Region,Kabale,Ruhanga,2024,Identified,,,,,0.423744,32.666222,15120.45,174471.39,
Uganda - Manyali Isalwa I - 1054277,1054277,Eastern Region,Bududa,Bukhwakwa,,Identified,,,,,1.032014,34.369565,,,
Uganda - Buyi - 1041671,1041671,Eastern Region,Sironko,Buweri town council LHS- Budadili town council RHS,2023,Ready to Confirm,,,,,1.173063,34.316281,19309.1,78047.14,3550
