Opportunity Name,Project Code,Level 1 Government,Level 2 Government,Level 3 Government,B2P Fiscal Year,Stage,Sub-Stage,Close Date,Bridge Type,Span (m),GPS (Latitude),GPS (Longitude),Population Estimate 2000m,Population Estimate 5000m,Individuals Directly Served,geometry,WorldPop_3km
Uganda - Kahemura- Akololoa - 1040955,1040955,Western Region,Buliisa,Biiso- kihungye,2023.0,Identified,Identified in Needs Assessment,,,,1.744313,31.419939,4443.2,21728.28,0.0,"POLYGON ((31.44690150822584 1.7443355866196277, 31.446773855234714 1.7416761121109094, 31.446387764095146 1.7390420349836477, 31.445746954397798 1.7364587236272102, 31.444857598905333 1.7339510573593084, 31.44372826405171 1.7315431868014464, 31.442369827387772 1.729258301279336, 31.440795372770193 1.7271184054889106, 31.439020064305296 1.7251441075790617, 31.437061000263455 1.723354420691989, 31.43493704837279 1.7217665798721355, 31.432668664079824 1.720395876106417, 31.43027769352856 1.719255509093197, 31.427787163156278 1.7183564601568402, 31.425221057932838 1.717707386530489, 31.422604090379473 1.7173145380237445, 31.419961462591104 1.7171816968762428, 31.417318623553616 1.7173101413747889, 31.41470102409223 1.7176986335828337, 31.412133871809605 1.7183434312989438, 31.40964188837227 1.7192383241276812, 31.407249071480994 1.7203746933142738, 31.40497846381541 1.7217415947658263, 31.402851931176084 1.7233258644587828, 31.400889951958447 1.7251122452170577, 31.399111419984088 1.727083533639785, 31.39753346258621 1.7292207457638837, 31.396171275699608 1.7315032998665785, 31.395037977541744 1.733909214648233, 31.39414448229313 1.736415320888043, 31.39349939499264 1.7389974845356084, 31.39310892865992 1.7416308390914785, 31.392976844442988 1.7442900250404243, 31.3931044153682 1.7469494340333325, 31.393490414042734 1.7495834554678753, 31.394131124429315 1.752166723094925, 31.395020377581726 1.7546743592772653, 31.396149610998876 1.7570822145495646, 31.397507951028082 1.759367100173527, 31.399082317526265 1.7615070114493065, 31.400857549773498 1.7634813396329185, 31.402816552428416 1.7652710704187613, 31.40494046012195 1.7668589670753883, 31.407208819106053 1.7682297364701072, 31.409599784209334 1.7693701763824696, 31.412090329203885 1.7702693026866365, 31.414656468557904 1.7709184551762631, 31.417273488438557 1.771311381011077, 31.419916184740003 1.7714442949797644, 31.422559105843437 1.7713159159970446, 31.425176797769893 1.7709274794817267, 31.427744049363323 1.7702827254950042, 31.43023613514074 1.7693878627518205, 31.432629053468506 1.768251508850776, 31.434899757768832 1.7668846072973519, 31.437026378527545 1.7653003221190202, 31.438988433962816 1.7635139110869626, 31.44076702732407 1.7615425787654495, 31.442345028919043 1.7594053108045693, 31.443707241114463 1.757122691072874, 31.44484054472028 1.754716703392085, 31.445734025346614 1.75221051978448, 31.446379078516514 1.7496282772736582, 31.44676949252196 1.7469948453897408, 31.44690150822584 1.7443355866196277))",19164.035
Uganda - Kagera-angolyero - 1040956,1040956,Western Region,Buliisa,Kihungye,2023.0,Identified,Identified in Needs Assessment,,,,1.745345,31.404113,4728.35,23186.48,0.0,"POLYGON ((31.431075316835383 1.7453678282355292, 31.43094768826615 1.7427083727475738, 31.43056162310725 1.7400743121418836, 31.429920840702582 1.7374910146582137, 31.429031513557238 1.7349833594893673, 31.427902207838954 1.732575497157514, 31.426543800826074 1.730290616915271, 31.4249693760988 1.7281507234121847, 31.423194097485307 1.7261764247777458, 31.421235062978447 1.7243867341618209, 31.419111140031763 1.7227988866434893, 31.416842783822396 1.7214281732709913, 31.41445184023238 1.7202877938302272, 31.411961335446644 1.7193887297586667, 31.409395254194504 1.7187396384272848, 31.406778308770477 1.7183467698072221, 31.404135701058667 1.7182139063221498, 31.40149287985199 1.7183423264639999, 31.398875295802352 1.7187307925208564, 31.396308156360508 1.7193755625336384, 31.393816183064104 1.7202704263650122, 31.391423373509436 1.7214067655319116, 31.389152770297393 1.722773636224423, 31.38702623917658 1.724357874710753, 31.385064258518106 1.7261442241127283, 31.38328572214744 1.7281154813307693, 31.381707757430288 1.730252662703588, 31.380345560362564 1.7325351868077457, 31.3792122492513 1.734941072637488, 31.378318738394416 1.7374471512574114, 31.377673632975288 1.7400292888910367, 31.37728314618388 1.7426626192984105, 31.37715103936293 1.7453217832065346, 31.377278585756123 1.747981172488554, 31.377664558208473 1.7506151767419054, 31.37830524093871 1.7531984298924226, 31.379194465272214 1.7557060544510001, 31.380323668992215 1.7581139010718039, 31.381681978740115 1.760398781105985, 31.383256314673552 1.762538689911993, 31.38503151637665 1.7645130187722569, 31.386990488812174 1.7663027533753488, 31.389114366911958 1.7678906569517885, 31.391382697222305 1.7692614362990549, 31.39377363485646 1.7704018890958735, 31.396264153858375 1.771301031085743, 31.398830268952434 1.7719502019033293, 31.401447266543578 1.7723431485228816, 31.40408994274295 1.772476085523251, 31.406732846125696 1.7723477315873517, 31.409350522881923 1.7719593218828427, 31.41191776199822 1.771314596203214, 31.41440983810651 1.7704197629821012, 31.416802749659478 1.7692834395262356, 31.419073450136505 1.7679165690417673, 31.421200070051142 1.7663323152524937, 31.423162127619992 1.764545935624674, 31.424940726061962 1.7625746344194504, 31.426518735625972 1.7604373969885152, 31.42788095859268 1.7581548069095894, 31.429014275659778 1.7557488477238001, 31.429907772300457 1.7532426911855832, 31.43055284387766 1.7506604740657723, 31.430943278501967 1.7480270656589296, 31.431075316835383 1.7453678282355292))",18993.01
Uganda - Nyamarebe -Soweto - 1041010,1041010,Western Region,Ibanda,"Nyamarebe LHS, Kabambiro RHS",2023.0,Identified,Identified in Needs Assessment,,,,0.129619,30.535793,3834.55,18277.06,2420.0,"POLYGON ((30.562728485510277 0.1296216256430897, 30.56259903412153 0.1269636608724214, 30.56221141837591 0.1243312701320052, 30.561569371742173 0.1217498062488908, 30.56067907826654 0.1192441314752329, 30.559549112987494 0.1168383780001634, 30.558190359314974 0.1145557154990165, 30.556615904171064 0.1124181279602127, 30.554840911903764 0.1104462019404662, 30.55288247819002 0.1086589282885726, 30.55075946533698 0.1070735192479401, 30.54849232056993 0.1057052426995092, 30.546102879058925 0.1045672751412048, 30.543614153583235 0.1036705748192055, 30.5410501128612 0.1030237762318296, 30.538435450682034 0.1026331070206391, 30.53579534806436 0.1025023280474348, 30.53315523073323 0.1026326972322599, 30.530540524251776 0.1030229574985042, 30.52797640916624 0.1036693489389255, 30.525487578521957 0.1045656450831185, 30.523098000085273 0.1057032129149176, 30.520830685559947 0.1070710960596451, 30.518707469019414 0.1086561203382176, 30.51674879668673 0.1104430206700315, 30.514973530084784 0.1124145881013248, 30.513398764450216 0.1145518355423222, 30.512039664157353 0.116834180616758, 30.51090931673494 0.1192396438630452, 30.51001860687894 0.1217450603789875, 30.509376111672957 0.1243263028729118, 30.508988018023178 0.1269585139746519, 30.508858063101734 0.1296163455709842, 30.508987498370782 0.1322742028627319, 30.509375077533324 0.134906490795471, 30.510017068526484 0.1374878604929919, 30.510907289442258 0.1399934533226387, 30.512037168030606 0.1423991402443416, 30.51339582421305 0.1446817541403752, 30.51497017481401 0.1468193128901872, 30.516745059502988 0.1487912310434096, 30.51870338673724 0.1505785180535544, 30.52082629830155 0.1521639611638648, 30.523093350863107 0.1535322911841231, 30.525482712795256 0.1546703295615127, 30.52797137437691 0.1555671153283176, 30.53053536934513 0.1562140107026232, 30.533150005669018 0.1566047843233992, 30.535790103323535 0.1567356713164416, 30.53843023677438 0.1566054096105638, 30.541044979838922 0.156215252152019, 30.543609150565082 0.1555689548972057, 30.54609805376926 0.1546727406970284, 30.548487718896684 0.1535352394185897, 30.550755130912112 0.1521674048789596, 30.552878451995625 0.1505824093893555, 30.554837231906625 0.1487955169240385, 30.556612604988054 0.1468239361344672, 30.558187471911328 0.1446866546237696, 30.559546664409655 0.1424042560774919, 30.560677091410884 0.1399987220121149, 30.561567865160878 0.1374932200513732, 30.562210406120645 0.1349118807705352, 30.56259852562568 0.1322795652592329, 30.562728485510277 0.1296216256430897))",8677.338
Uganda - Sooko B -Kagorogoro - 1041011,1041011,Western Region,Ibanda,Nyamarebe LHS Kabambiro RHS,2023.0,Identified,Identified in Needs Assessment,,,,0.148178,30.560468,2338.22,19308.32,0.0,"POLYGON ((30.587404003840298 0.1481809713809396, 30.58727458345795 0.145522956190339, 30.586886993517208 0.1428905121887622, 30.586244967244877 0.1403089926996365, 30.585354688494004 0.1378032604942136, 30.584224732160404 0.1353974482990735, 30.58286598156323 0.1331147263407754, 30.581291523586764 0.1309770791679821, 30.57951652259484 0.1290050939017462, 30.577558074334167 0.1272177619542473, 30.57543504123547 0.1256322961261732, 30.573167870700836 0.1242639648444315, 30.570778398129402 0.1231259451363799, 30.568289636580275 0.122229195755907, 30.565725555100453 0.1215823516822184, 30.563110847854166 0.121191641005985, 30.56047069627853 0.1210608250015893, 30.55783052655703 0.121191161960645, 30.55521576474741 0.1215813951329498, 30.552651591922128 0.1222277648887449, 30.550162701679714 0.123124044982877, 30.547773062361326 0.1242616025693998, 30.54550568626168 0.1256294813865816, 30.543382408055393 0.1272145073093762, 30.541423674570833 0.1290014152513122, 30.539648347934087 0.1309729961925287, 30.538073523976458 0.1331102629172807, 30.53671436765214 0.1353926328645166, 30.535583967048545 0.1377981263307903, 30.53469320739313 0.1403035781173929, 30.534050666267802 0.1428848605845502, 30.533662531038487 0.1455171159660837, 30.533532539293287 0.1481749957090832, 30.53366194286202 0.1508329045357561, 30.53404949576298 0.1534652468793153, 30.534691466192758 0.1560466733229927, 30.535581672444312 0.1585523246712205, 30.53671154240794 0.1609580713047148, 30.538070196083638 0.1632407455164142, 30.539644550311746 0.1653783645925319, 30.541419444715427 0.1673503424917558, 30.543377787644104 0.1691376880850183, 30.5455007207149 0.1707231880472339, 30.547767800369737 0.1720915726397404, 30.55015719470195 0.1732296627864781, 30.552645893659115 0.1741264970266393, 30.55520993059962 0.1747734371199081, 30.55782461307085 0.1751642512856338, 30.56046476058778 0.1752951742723897, 30.5631049471229 0.1751649436772882, 30.56571974597234 0.1747748121630232, 30.568283974640206 0.1741285354526906, 30.570772937381975 0.173232336215758, 30.57316266307037 0.1720948441908748, 30.57543013609153 0.1707270131202757, 30.577553518046194 0.1691420152941336, 30.579512358118993 0.1673551147191826, 30.58128779008773 0.165383520132176, 30.582862714073233 0.1632462192732604, 30.584221961277315 0.1609637960152454, 30.58535244012009 0.1585582321102814, 30.586243262367432 0.1560526954639966, 30.586885848032043 0.153471316977275, 30.5872740080364 0.1508389581062724, 30.587404003840298 0.1481809713809396))",7758.0713
Uganda - Semei - 1041668,1041668,Eastern Region,Sironko,Bumalaimba RHS-Buhugu LHS,2023.0,Identified,Identified in Needs Assessment,,,,1.197519,34.332623,15123.13,82970.62,5750.0,"POLYGON ((34.3595816006381 1.1975056745758106, 34.35945047926247 1.19484612942845, 34.35906099961094 1.1922123258177733, 34.35841691304799 1.1896296277824554, 34.35752442272829 1.1871229071858618, 34.35639212384816 1.184716304222759, 34.35503092086894 1.1824329949708492, 34.35345392250968 1.1802949682243422, 34.35167631551982 1.1783228137575597, 34.34971521844681 1.1765355240566306, 34.34758951680599 1.1749503114278754, 34.34531968123874 1.1735824422436387, 34.34292757040893 1.1724450899215495, 34.34043622053405 1.1715492080530625, 34.33786962357657 1.1709034249033519, 34.33525249622984 1.1705139602990666, 34.332610041922 1.170384565705106, 34.32996770812825 1.1705164880684111, 34.327350941327616 1.1709084577780868, 34.32478494196295 1.1715567008589964, 34.322294421763374 1.1724549752826763, 34.31990336576541 1.1735946310471759, 34.31763480132486 1.1749646934484934, 34.31551057634355 1.1765519687428558, 34.31355114884733 1.1783411711833496, 34.31177538994228 1.180315070208418, 34.31020040204748 1.1824546563654714, 34.30884135415606 1.1847393243722577, 34.30771133571212 1.187147071553338, 34.306821230512185 1.1896547097407468, 34.306179611847014 1.1922380885979988, 34.3057926598951 1.19487232821637, 34.30566410216493 1.197532058742871, 34.30579517756104 1.2001916647314146, 34.306184624421114 1.202825531863018, 34.30682869264086 1.205408293657934, 34.30772117977048 1.2079150758025523, 34.308853490736304 1.21032173573685, 34.31021472061251 1.2126050951937557, 34.31179175964642 1.2147431634497095, 34.31356941952549 1.2167153491352025, 34.315530579669776 1.21850265856439, 34.317656352140155 1.220087878672803, 34.31992626357327 1.2214557428006578, 34.322318452389815 1.2225930777246374, 34.32480987937528 1.223488930521887, 34.32737654960389 1.2241346740444243, 34.32999374356652 1.224524089988448, 34.33263625527501 1.2246534287590483, 34.3352786350483 1.2245214455545441, 34.337895434640394 1.2241294123239248, 34.340461452348265 1.2234811054834018, 34.34295197573789 1.2225827695116873, 34.345343019650144 1.2214430567759873, 34.34761155719368 1.2200729441696754, 34.34973574150032 1.2184856273658753, 34.351695116107294 1.2166963937066833, 34.35347081194106 1.2147224749533734, 34.3550457290063 1.2125828813166784, 34.35640470103185 1.2102982183662894, 34.357534641489075 1.2078904885833288, 34.358424669578454 1.2053828794671626, 34.35906621497252 1.2027995402370826, 34.35945310030857 1.2001653492789643, 34.3595816006381 1.1975056745758106))",40682.38
Uganda - Nabiyil - 1041676,1041676,Eastern Region,Sironko,Bukiise RHS -Lulena LHS,2023.0,Identified,Identified in Needs Assessment,,,,1.212911,34.282521,5434.29,52328.57,2660.0,"POLYGON ((34.3094802992805 1.2128980055829983, 34.309349206520984 1.210238404612356, 34.308959748333706 1.2076045425752624, 34.30831567589484 1.2050217841020212, 34.307423192246446 1.2025150016637538, 34.30629089254803 1.2001083360722682, 34.304929681299306 1.1978249640248257, 34.30335266733132 1.1956868749311191, 34.30157503757678 1.1937146591705339, 34.29961391083467 1.191927309817838, 34.29748817293645 1.1903420397459643, 34.29521829490001 1.1889741158666849, 34.29282613582145 1.1878367121052098, 34.29033473240112 1.1869407825245726, 34.287768077129655 1.1862949558218974, 34.28515088726834 1.1859054522130594, 34.28250836684722 1.1857760235068622, 34.27986596397167 1.1859079169467461, 34.27724912577329 1.1862998631692803, 34.27468305336415 1.1869480883965686, 34.2721924591534 1.1878463507463797, 34.269801328862904 1.188986000311565, 34.267532690533436 1.1903560624314087, 34.26540839274607 1.1919433433541184, 34.263448894194866 1.1937325572739497, 34.2616730666379 1.1957064735204426, 34.260098013125 1.1978460824830253, 34.25873890325392 1.2001307786735944, 34.25760882704242 1.2025385591644513, 34.25671866882515 1.2050462354906515, 34.25607700239094 1.2076296569759573, 34.255690008372014 1.2102639433313322, 34.25556141468213 1.2129237242854145, 34.255692460578636 1.2155833839384957, 34.25608188469608 1.218217307485863, 34.256725937167566 1.2208001279334078, 34.25761841571836 1.223306970428372, 34.258750725384886 1.225713691851003, 34.26011196128432 1.22799711335848, 34.261689013638346 1.230135243640388, 34.263466694039074 1.2321074907345033, 34.26542788174123 1.233894860361926, 34.2675536885707 1.2354801388705765, 34.26982364086059 1.236848059024461, 34.27221587666129 1.2379854470415335, 34.27470735632406 1.2388813494638082, 34.277274084428306 1.2395271386378415, 34.27989134091382 1.2399165957899632, 34.28253391919022 1.2400459708966753, 34.28517636892879 1.2399140187743365, 34.28779324119702 1.239522011041512, 34.29035933357354 1.2388737238399052, 34.29284993288186 1.2379754014333875, 34.29524105320423 1.236835696037051, 34.29750966688295 1.2354655844571747, 34.29963392628426 1.2338782623462703, 34.30159337418924 1.2320890170929222, 34.30336914078615 1.2301150805717178, 34.3049441253678 1.2279754631723752, 34.30630316098543 1.2256907707072155, 34.30743316047481 1.2232830059607716, 34.30832324244967 1.220775356792939, 34.308964836051125 1.2181919728362736, 34.309351763445875 1.215557732937608, 34.3094802992805 1.2128980055829983))",9553.779
Uganda - Busima-Cosma - 1041677,1041677,Eastern Region,Sironko,Bukyambi LHS-Busulani RHS,2023.0,Identified,Identified in Needs Assessment,,,,1.157264,34.341365,19376.83,74428.05,7100.0,"POLYGON ((34.368323116356756 1.1572510388359227, 34.36819203325077 1.154591500868876, 34.367802596166435 1.1519577008158437, 34.36715855603263 1.149375002679556, 34.36626611553213 1.1468682783253268, 34.36513386935853 1.14446166798771, 34.36377272144542 1.1421783478215093, 34.362195779964864 1.1400403067343798, 34.360418231105996 1.138068134649015, 34.358457192848554 1.1362808242330178, 34.356331550138485 1.1346955880050884, 34.35406177305173 1.1333276925783136, 34.351669719696005 1.13219031163659, 34.349178425747056 1.1312943990600852, 34.34661188264473 1.130648583421842, 34.34399480658338 1.1302590848721088, 34.34135240051972 1.13012965521158, 34.33871011148883 1.1302615417316202, 34.33609338556425 1.1306534751708042, 34.333527422820836 1.1313016819049841, 34.33103693465978 1.132199920254761, 34.32864590583198 1.1333395405619981, 34.326377363451755 1.1347095684580835, 34.32425315522514 1.1362968105232152, 34.32229373902918 1.1380859813202326, 34.320517985868996 1.1400598505805213, 34.31894299811131 1.1421994091252612, 34.31758394474585 1.1444840519246513, 34.31645391526238 1.1468917765324722, 34.31556379355197 1.1493993949850625, 34.314922153048414 1.151982757123857, 34.31453517412087 1.1546169831904232, 34.31440658451514 1.1572767034533982, 34.31453762341819 1.1599363025588256, 34.3149270294936 1.1625701662497328, 34.31557105300416 1.165152928077822, 34.31646349190591 1.1676597137301403, 34.317595751566685 1.1700663806164835, 34.31895692753461 1.1723497504089113, 34.320533910559476 1.1744878322926615, 34.322311512855634 1.176460034777249, 34.32427261438977 1.1782473640268438, 34.326398327784275 1.1798326067989813, 34.32866818024683 1.1812004962290836, 34.33106031077306 1.1823378588637006, 34.33355168072162 1.1832337415261975, 34.336118295732014 1.183879516793109, 34.33873543684652 1.184268966065635, 34.341377898608464 1.184398339436776, 34.3440202318423 1.1842663917783394, 34.346636988775806 1.1838743947012642, 34.34920296814246 1.1832261242752677, 34.35169345790225 1.1823278246273916, 34.35408447324284 1.181188147771424, 34.35635298756823 1.1798180702491128, 34.35847715425051 1.1782307873873683, 34.360436517009155 1.1764415861911421, 34.36221220689263 1.1744676980972713, 34.36378712396587 1.1723281330083404, 34.365146101955546 1.1700434962056379, 34.366276054268525 1.1676357899049334, 34.36716609997935 1.165128201366356, 34.36780766857487 1.1625448795988906, 34.368194582449284 1.1599107028095232, 34.368323116356756 1.1572510388359227))",42646.12
Uganda - Lwele - 1041690,1041690,Eastern Region,Sironko,Namayonyi LHS -Bukiyi RHS,2023.0,Identified,Identified in Needs Assessment,,,,1.163242,34.213449,11123.59,67520.86,6270.0,"POLYGON ((34.240408538336304 1.1632302017195026, 34.24027756135153 1.1605705221715048, 34.23988821527328 1.157936570788807, 34.23924425018106 1.1553537131084315, 34.2383518680763 1.152846822602667, 34.237219663144266 1.1504400411675404, 34.23585853898602 1.1481565466554695, 34.234281603617646 1.1460183296896, 34.23250404324753 1.1440459819080693, 34.23054297604673 1.1422584976765287, 34.22841728731959 1.1406730911777436, 34.22614744766112 1.13930503063924, 34.22375531585075 1.138167491295152, 34.221263928379535 1.1372714284982857, 34.218697277636025 1.1366254722045726, 34.21608008088573 1.1362358438465348, 34.213437542267314 1.1361062963969566, 34.21079511009648 1.136238078200814, 34.208178231813484 1.136629920924778, 34.20561210893348 1.1372780517414283, 34.203121454358474 1.138176229632008, 34.20073025438801 1.1393158054592851, 34.19846153771992 1.1406858052331548, 34.196337153665965 1.1422730357681963, 34.194377561718355 1.1440622117166461, 34.19260163449435 1.1460361027542787, 34.191026475957315 1.1481756995024155, 34.18966725666578 1.150460396588698, 34.188537067638336 1.1528681910839764, 34.18764679424281 1.1553758944044006, 34.18700501132574 1.1579593556379024, 34.1866179005933 1.160593694144036, 34.18648919104098 1.1632535391866272, 34.18662012300689 1.1659132742907923, 34.18700943619619 1.1685472839702011, 34.18765338179331 1.1711302004475224, 34.18854575854597 1.1736371479909355, 34.1896779724746 1.1760439825124889, 34.1910391196324 1.1783275241196831, 34.19261609111944 1.1804657803795335, 34.1943936993393 1.1824381581438568, 34.1963548242821 1.1842256618947786, 34.19848057842448 1.1858110766994139, 34.200750488657576 1.1871791340110474, 34.203142693489816 1.1883166587195493, 34.20563415362395 1.1892126960345526, 34.20820087387902 1.1898586169793777, 34.21081813431825 1.1902482014799403, 34.213460728355436 1.1903776982488756, 34.21610320554515 1.1902458608888367, 34.21872011671708 1.1898539598681463, 34.221286259092196 1.1892057702545353, 34.22377691901928 1.1883075353262968, 34.226168109993125 1.1871679064125888, 34.22843680366163 1.1857978595435967, 34.2305611515969 1.1842105897145814, 34.23252069569474 1.1824213837833506, 34.23429656517674 1.180447473226352, 34.23587165829853 1.17830786817238, 34.23723080701544 1.1760231743129823, 34.238360923021034 1.1736153944532994, 34.23925112375366 1.1711077166147437, 34.23989283715919 1.1685242907301288, 34.24027988420272 1.165889996081463, 34.240408538336304 1.1632302017195026))",26062.902
Uganda - Bisali- Bunabuka - 1041692,1041692,Eastern Region,Sironko,Buwalasi LHS- Bubeza RHS,2023.0,Identified,Identified in Needs Assessment,,,,1.161706,34.234087,10751.82,63343.54,1600.0,"POLYGON ((34.261046312627805 1.1616940191335452, 34.26091531900008 1.1590343614899832, 34.26052595867682 1.1564004335445717, 34.259881981870016 1.1538176005962615, 34.25898959068694 1.1513107358678685, 34.25785737939128 1.1489039809973827, 34.25649625163473 1.1466205135734824, 34.25491931545611 1.1444823239527129, 34.253141757058906 1.14251000350654, 34.251180694582146 1.1407225463365689, 34.24905501327189 1.139137166366713, 34.24678518363956 1.1377691315732703, 34.24439306435704 1.136631616949026, 34.24190169178532 1.1357355776173854, 34.239335058162006 1.135089643318705, 34.236717880582454 1.134700035285433, 34.234075362997885 1.1345705063072582, 34.23143295352112 1.1347023045643143, 34.22881609937616 1.1350941615777712, 34.22625000185034 1.135742304394952, 34.22375937360851 1.1366404918928172, 34.221368200705605 1.1377800748514009, 34.219099511589434 1.1391500792198281, 34.21697515531833 1.1407373117741566, 34.21501559112966 1.1425264871505016, 34.21323969138634 1.1445003750309402, 34.21166455979993 1.1466399660654327, 34.21030536668154 1.148924654932385, 34.20917520280869 1.1513324387752157, 34.20828495331636 1.1538401291039977, 34.20764319282837 1.1564235751213705, 34.20725610284014 1.1590578963216749, 34.207127412150236 1.1617177221227604, 34.20725836091537 1.1643774362219974, 34.2076476886767 1.167011423322393, 34.20829164647358 1.1695943158517055, 34.209184032929286 1.172101238297455, 34.21031625396178 1.1745080468036047, 34.21167740554521 1.17679156172029, 34.21325437872509 1.1789297908658438, 34.215031985875996 1.180902141349884, 34.21699310698533 1.1826896179164683, 34.21911885455381 1.1842750058962792, 34.22138875552376 1.1856430370052011, 34.22378094848182 1.1867805363920403, 34.226272394235686 1.1876765495189592, 34.228839097735424 1.1883224476526308, 34.231456339200335 1.188712010950408, 34.23409891222414 1.1888414883417642, 34.23674136656351 1.1887096336290182, 34.2393582532704 1.1883177174605608, 34.241924369806135 1.1876695150623644, 34.24441500277533 1.1867712698471322, 34.246806165941365 1.1856316332528798, 34.249074831230644 1.1842615813916686, 34.25119915050046 1.182674309312563, 34.25315866593541 1.180885103898362, 34.25493450704613 1.1789111966213264, 34.25650957237432 1.1767715975768946, 34.2578686941551 1.174486912394477, 34.25899878435243 1.1720791437890605, 34.25988896066262 1.1695714796650067, 34.26053065127422 1.1669880698126411, 34.26091767737711 1.1643537933478232, 34.261046312627805 1.1616940191335452))",26044.492
Uganda - Kibira-Samazi - 1042475,1042475,Eastern Region,Bulambuli,Kikobelo LHS-Bulegeni RHS,2023.0,Identified,Identified in Needs Assessment,,,,1.285081,34.304173,18135.62,95103.95,5200.0,"POLYGON ((34.3311328007209 1.2850670025574185, 34.33100160709091 1.2824074312382658, 34.33061204428892 1.2797736082847027, 34.32996786453776 1.277190897931059, 34.32907527194626 1.274684172162469, 34.32794286274925 1.2722775712202885, 34.326581542519015 1.269994271153303, 34.32500442114527 1.2678562606519448, 34.323226686595085 1.2658841293134846, 34.321265458667455 1.2640968693762193, 34.319139624150246 1.262511692831213, 34.31686965496565 1.261143865672262, 34.3144774110542 1.2600065608799955, 34.31198592989408 1.2591107315558636, 34.30941920468103 1.2584650054279884, 34.30680195330368 1.2580756017452912, 34.30415938033742 1.2579462713609195, 34.301516934347426 1.2580782605829006, 34.29890006283699 1.2584702991412018, 34.29633396719983 1.259118612388262, 34.29384336003551 1.2600169576167384, 34.29145222716447 1.2611566841460105, 34.28918359663433 1.2625268166000236, 34.2870593169419 1.2641141605756807, 34.28509984660699 1.2659034296852345, 34.28332405712515 1.2678773927501599, 34.281749051197615 1.2700170397297492, 34.280389997990035 1.2723017647870405, 34.27925998700785 1.2747095647294449, 34.278369901996676 1.2772172509131476, 34.27772831608391 1.2798006725704552, 34.277341409172536 1.2824349494090366, 34.27721290838452 1.2850947112424966, 34.27734405212876 1.287754342343786, 34.277733578140996 1.2903882281673258, 34.278377735612196 1.2929710020627274, 34.27927032128976 1.295477789602985, 34.28040273920451 1.2978844481728924, 34.281764083449204 1.300167799509064, 34.28334124321124 1.30230585295082, 34.285119029048296 1.3042780172507151, 34.28708031919047 1.306065298903761, 34.28920622445903 1.3076504850843682, 34.29147627021283 1.3090183094284484, 34.29386859356884 1.3101555990635456, 34.29636015399587 1.3110514014706904, 34.29892695525198 1.3116970899561653, 34.30154427652624 1.3120864467176256, 34.30418691055719 1.312215722705081, 34.30682940643296 1.3120836737009474, 34.30944631473316 1.3116915722726528, 34.31201243265027 1.311043195483819, 34.314503046728525 1.3101447884836637, 34.316894170881774 1.309005004326659, 34.31916277739743 1.3076348206034614, 34.321287018701554 1.3060474336874133, 34.32324643774956 1.3042581316164379, 34.32502216501683 1.302284146835748, 34.32659710019302 1.3001444902205745, 34.3279560768314 1.2978597679781692, 34.329086008369046 1.2954519831929452, 34.32997601411334 1.292944323926235, 34.33061752398307 1.2903609399113274, 34.33100436099756 1.2877267099939742, 34.3311328007209 1.2850670025574185))",43639.78
